candidate_id,sent_global_idx,sentence_text,claim_text
SBV2-ALL92-G215-C02,1,"As a result, there remains a significant gap in the literature concerning the sustained deployment and scalability of such systems under diverse real-world conditions.","The ABM discussion says decision-support effectiveness remains uncertain because calibration and heterogeneous data integration require expertise, while interpretation is resolved."
SBV2-ALL92-G215-C02,2,"This study presents deployment insights from a real-world implementation of work zone safety applications that utilize roadside infrastructure integrated with heterogeneous sensors, including LiDAR, radar, and camera","The ABM discussion says decision-support effectiveness remains uncertain because calibration and heterogeneous data integration require expertise, while interpretation is resolved."
SBV2-ALL92-G215-C02,3,"annotated expert solutions; (2) 65 targeted subtasks that address specific aspects of agent-based simulation (e.g., agent behavior calibration); and (3) 200 auto-generated tasks to enable large-scale evaluation and method development.","The ABM discussion says decision-support effectiveness remains uncertain because calibration and heterogeneous data integration require expertise, while interpretation is resolved."
SBV2-ALL92-G215-C02,4,"Experiments show that current state-of-the-art frameworks struggle to tackle these tasks effectively, with the highest-performing system achieving only 24.5% coverage rate on comprehensive scenarios, 15.04% on sub-tasks, and 14.5% on auto-generated tasks.","The ABM discussion says decision-support effectiveness remains uncertain because calibration and heterogeneous data integration require expertise, while interpretation is resolved."
SBV2-ALL92-G215-C02,5,real-world policy scenarios .,"The ABM discussion says decision-support effectiveness remains uncertain because calibration and heterogeneous data integration require expertise, while interpretation is resolved."
SBV2-ALL92-G215-C02,6,"Similarly, frameworks like OpenABM emphasize accessibility and collaboration without establishing systematic evaluation protocols.","The ABM discussion says decision-support effectiveness remains uncertain because calibration and heterogeneous data integration require expertise, while interpretation is resolved."
SBV2-ALL92-G215-C02,7,These limitations highlight the need for a dedicated benchmark to assess agent-based simulations in realistic and diverse policy challenges .,"The ABM discussion says decision-support effectiveness remains uncertain because calibration and heterogeneous data integration require expertise, while interpretation is resolved."
SBV2-ALL92-G215-C02,8,"Agent-Based Modeling and Evaluations Agent-based modeling (ABM) is a prominent approach for studying complex systems, enabling the exploration of individual decision-making, heter","The ABM discussion says decision-support effectiveness remains uncertain because calibration and heterogeneous data integration require expertise, while interpretation is resolved."
SBV2-ALL92-G215-C02,9,Graph-based Digital Twins for Pavement Health Monitoring and Maintenance 5.1.,"The ABM discussion says decision-support effectiveness remains uncertain because calibration and heterogeneous data integration require expertise, while interpretation is resolved."
SBV2-ALL92-G215-C02,10,"Data Synthesis and Integration Layer The Data Integration Layer is critical to our DT architecture, ensuring the seamless aggregation, standardization, and preprocessing of heterogeneous data sources into a unified model.","The ABM discussion says decision-support effectiveness remains uncertain because calibration and heterogeneous data integration require expertise, while interpretation is resolved."
SBV2-ALL92-G215-C02,11,"This layer collects real-time measurements from a variety of sources, ranging from embedded pavement sensors to external environmental data—enabling continuous monitoring and proactive maintenance","The ABM discussion says decision-support effectiveness remains uncertain because calibration and heterogeneous data integration require expertise, while interpretation is resolved."
SBV2-ALL92-G215-C02,12,The remainder of this paper is structured as follows.,"The ABM discussion says decision-support effectiveness remains uncertain because calibration and heterogeneous data integration require expertise, while interpretation is resolved."
SBV2-ALL92-G215-C02,13,"The next section describes the realworld deployment of the multi-sensor system at an active work zone, including sensor selection, placement, and site characteristics.","The ABM discussion says decision-support effectiveness remains uncertain because calibration and heterogeneous data integration require expertise, while interpretation is resolved."
SBV2-ALL92-G215-C02,14,"This is followed by a discussion of key lessons learned from the deployment, with emphasis on sensor configuration, calibration challenges, and integration issues.","The ABM discussion says decision-support effectiveness remains uncertain because calibration and heterogeneous data integration require expertise, while interpretation is resolved."
SBV2-ALL92-G215-C02,15,The paper then outlines the calibration methods used for both LiDAR and radar-came,"The ABM discussion says decision-support effectiveness remains uncertain because calibration and heterogeneous data integration require expertise, while interpretation is resolved."
SBV2-ALL92-G215-C03,0,"Ahmad, Dasgupta, Rahman, Khan, Hauque, Saba, Huynh, Zhao, and Ozguven 5 with existing roadside infrastructure.","The ABM discussion says decision-support effectiveness remains uncertain because calibration, data integration, interpretation, and validation require extensive expertise."
SBV2-ALL92-G215-C03,1,"As a result, there remains a significant gap in the literature concerning the sustained deployment and scalability of such systems under diverse real-world conditions.","The ABM discussion says decision-support effectiveness remains uncertain because calibration, data integration, interpretation, and validation require extensive expertise."
SBV2-ALL92-G215-C03,2,"This study presents deployment insights from a real-world implementation of work zone safety applications that utilize roadside infrastructure integrated with heterogeneous sensors, including LiDAR, radar, and camera","The ABM discussion says decision-support effectiveness remains uncertain because calibration, data integration, interpretation, and validation require extensive expertise."
SBV2-ALL92-G215-C03,3,real-world policy scenarios .,"The ABM discussion says decision-support effectiveness remains uncertain because calibration, data integration, interpretation, and validation require extensive expertise."
SBV2-ALL92-G215-C03,4,"Similarly, frameworks like OpenABM emphasize accessibility and collaboration without establishing systematic evaluation protocols.","The ABM discussion says decision-support effectiveness remains uncertain because calibration, data integration, interpretation, and validation require extensive expertise."
SBV2-ALL92-G215-C03,5,These limitations highlight the need for a dedicated benchmark to assess agent-based simulations in realistic and diverse policy challenges .,"The ABM discussion says decision-support effectiveness remains uncertain because calibration, data integration, interpretation, and validation require extensive expertise."
SBV2-ALL92-G215-C03,6,"Agent-Based Modeling and Evaluations Agent-based modeling (ABM) is a prominent approach for studying complex systems, enabling the exploration of individual decision-making, heter","The ABM discussion says decision-support effectiveness remains uncertain because calibration, data integration, interpretation, and validation require extensive expertise."
SBV2-ALL92-G215-C03,7,"annotated expert solutions; (2) 65 targeted subtasks that address specific aspects of agent-based simulation (e.g., agent behavior calibration); and (3) 200 auto-generated tasks to enable large-scale evaluation and method development.","The ABM discussion says decision-support effectiveness remains uncertain because calibration, data integration, interpretation, and validation require extensive expertise."
SBV2-ALL92-G215-C03,8,"Experiments show that current state-of-the-art frameworks struggle to tackle these tasks effectively, with the highest-performing system achieving only 24.5% coverage rate on comprehensive scenarios, 15.04% on sub-tasks, and 14.5% on auto-generated tasks.","The ABM discussion says decision-support effectiveness remains uncertain because calibration, data integration, interpretation, and validation require extensive expertise."
SBV2-ALL92-G215-C03,9,"for traffic, evacuation, or policy outcomes; broader validation would require additional external observations and scenario-specific calibration. 8 Discussion Limitations and Future Work Several limitations remain in the current reference instantiation.","The ABM discussion says decision-support effectiveness remains uncertain because calibration, data integration, interpretation, and validation require extensive expertise."
SBV2-ALL92-G215-C03,10,"Validation Scope We validate synthetic populations against census tabulations, commuting distances against YJMob100K mobile phone data, and activity schedules against the Japanese National Time Use Survey (e-Stat).","The ABM discussion says decision-support effectiveness remains uncertain because calibration, data integration, interpretation, and validation require extensive expertise."
SBV2-ALL92-G215-C03,11,The remainder of this paper is structured as follows.,"The ABM discussion says decision-support effectiveness remains uncertain because calibration, data integration, interpretation, and validation require extensive expertise."
SBV2-ALL92-G215-C03,12,"The next section describes the realworld deployment of the multi-sensor system at an active work zone, including sensor selection, placement, and site characteristics.","The ABM discussion says decision-support effectiveness remains uncertain because calibration, data integration, interpretation, and validation require extensive expertise."
SBV2-ALL92-G215-C03,13,"This is followed by a discussion of key lessons learned from the deployment, with emphasis on sensor configuration, calibration challenges, and integration issues.","The ABM discussion says decision-support effectiveness remains uncertain because calibration, data integration, interpretation, and validation require extensive expertise."
SBV2-ALL92-G215-C03,14,The paper then outlines the calibration methods used for both LiDAR and radar-came,"The ABM discussion says decision-support effectiveness remains uncertain because calibration, data integration, interpretation, and validation require extensive expertise."
SBV2-ALL92-G215-C04,0,"Ahmad, Dasgupta, Rahman, Khan, Hauque, Saba, Huynh, Zhao, and Ozguven 5 with existing roadside infrastructure.","The ABM discussion says decision-support effectiveness is clear because calibration, heterogeneous data integration, and result interpretation require little expertise."
SBV2-ALL92-G215-C04,1,"As a result, there remains a significant gap in the literature concerning the sustained deployment and scalability of such systems under diverse real-world conditions.","The ABM discussion says decision-support effectiveness is clear because calibration, heterogeneous data integration, and result interpretation require little expertise."
SBV2-ALL92-G215-C04,2,"This study presents deployment insights from a real-world implementation of work zone safety applications that utilize roadside infrastructure integrated with heterogeneous sensors, including LiDAR, radar, and camera","The ABM discussion says decision-support effectiveness is clear because calibration, heterogeneous data integration, and result interpretation require little expertise."
SBV2-ALL92-G215-C04,3,real-world policy scenarios .,"The ABM discussion says decision-support effectiveness is clear because calibration, heterogeneous data integration, and result interpretation require little expertise."
SBV2-ALL92-G215-C04,4,"Similarly, frameworks like OpenABM emphasize accessibility and collaboration without establishing systematic evaluation protocols.","The ABM discussion says decision-support effectiveness is clear because calibration, heterogeneous data integration, and result interpretation require little expertise."
SBV2-ALL92-G215-C04,5,These limitations highlight the need for a dedicated benchmark to assess agent-based simulations in realistic and diverse policy challenges .,"The ABM discussion says decision-support effectiveness is clear because calibration, heterogeneous data integration, and result interpretation require little expertise."
SBV2-ALL92-G215-C04,6,"Agent-Based Modeling and Evaluations Agent-based modeling (ABM) is a prominent approach for studying complex systems, enabling the exploration of individual decision-making, heter","The ABM discussion says decision-support effectiveness is clear because calibration, heterogeneous data integration, and result interpretation require little expertise."
SBV2-ALL92-G215-C04,7,The remainder of this paper is structured as follows.,"The ABM discussion says decision-support effectiveness is clear because calibration, heterogeneous data integration, and result interpretation require little expertise."
SBV2-ALL92-G215-C04,8,"The next section describes the realworld deployment of the multi-sensor system at an active work zone, including sensor selection, placement, and site characteristics.","The ABM discussion says decision-support effectiveness is clear because calibration, heterogeneous data integration, and result interpretation require little expertise."
SBV2-ALL92-G215-C04,9,"This is followed by a discussion of key lessons learned from the deployment, with emphasis on sensor configuration, calibration challenges, and integration issues.","The ABM discussion says decision-support effectiveness is clear because calibration, heterogeneous data integration, and result interpretation require little expertise."
SBV2-ALL92-G215-C04,10,The paper then outlines the calibration methods used for both LiDAR and radar-came,"The ABM discussion says decision-support effectiveness is clear because calibration, heterogeneous data integration, and result interpretation require little expertise."
SBV2-ALL92-G215-C04,11,curvature during placement could help improve overall sensor coverage and tracking performance.,"The ABM discussion says decision-support effectiveness is clear because calibration, heterogeneous data integration, and result interpretation require little expertise."
SBV2-ALL92-G215-C04,12,The range of the sensor system may be increased to satisfy application requirements by placing sensors in more than one location.,"The ABM discussion says decision-support effectiveness is clear because calibration, heterogeneous data integration, and result interpretation require little expertise."
SBV2-ALL92-G215-C04,13,"This could be particularly beneficial where an unobstructed line of sight is short due to sharp curves and hills. • Time Synchronization: To support accurate data fusion across sensor types, equipping edge computing units with GNSS-synchronized clocks may help address laten","The ABM discussion says decision-support effectiveness is clear because calibration, heterogeneous data integration, and result interpretation require little expertise."
SBV2-ALL92-G215-C04,14,"(Santos et al., 2019).","The ABM discussion says decision-support effectiveness is clear because calibration, heterogeneous data integration, and result interpretation require little expertise."
SBV2-ALL92-G215-C04,15,"RL integration enables proactive and goaloriented interventions that minimize life-cycle costs and enhance serviceability (Asghari et al., 2022). 5.4.","The ABM discussion says decision-support effectiveness is clear because calibration, heterogeneous data integration, and result interpretation require little expertise."
SBV2-ALL92-G215-C04,16,"Interactive Maintenance and Visualization The Interactive Maintenance and Visualization System (IMVS) serves as a next-generation graph-driven DT framework designed to support proactive pavement maintenance informed by data (del Amo et al., 2018).","The ABM discussion says decision-support effectiveness is clear because calibration, heterogeneous data integration, and result interpretation require little expertise."
SBV2-ALL92-G215-C04,17,"As illustrated in Figure 7, the system architecture is centered around three","The ABM discussion says decision-support effectiveness is clear because calibration, heterogeneous data integration, and result interpretation require little expertise."
SBV2-ALL92-G224-C01,0,real world and thus becomes the focus during the election process.,The election simulation reports correct predictions for more than 90% of state voting results under its winner-takes-all rule.
SBV2-ALL92-G224-C01,1,"According to the results, GPT-4o-mini and Qwen2.5-72b show competitive performance both in Acc and RMSE.",The election simulation reports correct predictions for more than 90% of state voting results under its winner-takes-all rule.
SBV2-ALL92-G224-C01,2,"Typically, according to the winner-takes-all rule, over 90% state voting results are predicted correctly, which means the simulation achieves a high-precision macroscopic reduction of the real-world election results.",The election simulation reports correct predictions for more than 90% of state voting results under its winner-takes-all rule.
SBV2-ALL92-G224-C01,3,"After the case study, we find that DeepSeek-R1-671b sometimes falls into overthinking, resulting in less accu",The election simulation reports correct predictions for more than 90% of state voting results under its winner-takes-all rule.
SBV2-ALL92-G224-C01,4,to public engagement and party strategy formation .,The election simulation reports correct predictions for more than 90% of state voting results under its winner-takes-all rule.
SBV2-ALL92-G224-C01,5,This study analyzes methods for large-scale election simulation using LLMs through the U.S. presidential system’s Electoral College framework.,The election simulation reports correct predictions for more than 90% of state voting results under its winner-takes-all rule.
SBV2-ALL92-G224-C01,6,"In this indirect voting system, citizens vote for state electors (allocated by congressional representation) who formally elect the president.",The election simulation reports correct predictions for more than 90% of state voting results under its winner-takes-all rule.
SBV2-ALL92-G224-C01,7,"Most states employ a winner-takes-all allocation of electoral votes to the statewide majority winner, with our modeling focused on predicting these state-l",The election simulation reports correct predictions for more than 90% of state voting results under its winner-takes-all rule.
SBV2-ALL92-G224-C01,8,"and domain-specific LLMs are acquired through parametric training, e.g., continual pretraining, supervised fine-tuning, and reinforcement learning.",The election simulation reports correct predictions for more than 90% of state voting results under its winner-takes-all rule.
SBV2-ALL92-G224-C01,9,"When target users exhibit complex profiles and the simulation requires deep domain expertise, these models are leveraged to enhance the professionalism and accuracy of agent behaviors. 3 Implementation of Specific Scenarios We implement three representative social simulation scenarios through the SocioVerse framework based on the implemented componen",The election simulation reports correct predictions for more than 90% of state voting results under its winner-takes-all rule.
SBV2-ALL92-G224-C01,10,Additional action: Democratic voting.,The election simulation reports correct predictions for more than 90% of state voting results under its winner-takes-all rule.
SBV2-ALL92-G224-C01,11,"In the democratic setting, workers vote at yearend to keep the incumbent planner or replace it with a challenger sampled from a language-model prior; the candidates create text platforms to convince workers.",The election simulation reports correct predictions for more than 90% of state voting results under its winner-takes-all rule.
SBV2-ALL92-G224-C01,12,The winner’s prompt history carries forward.,The election simulation reports correct predictions for more than 90% of state voting results under its winner-takes-all rule.
SBV2-ALL92-G224-C01,13,"As we shall see later in the next section, our design of the LLM Economist enables effective incontext RL for both planner and workers, empowering LLMs to make informative and beneficial",The election simulation reports correct predictions for more than 90% of state voting results under its winner-takes-all rule.
SBV2-ALL92-G224-C02,0,real world and thus becomes the focus during the election process.,The election simulation reports correct predictions for more than 90% of national and state voting results under its winner-takes-all rule.
SBV2-ALL92-G224-C02,1,"According to the results, GPT-4o-mini and Qwen2.5-72b show competitive performance both in Acc and RMSE.",The election simulation reports correct predictions for more than 90% of national and state voting results under its winner-takes-all rule.
SBV2-ALL92-G224-C02,2,"Typically, according to the winner-takes-all rule, over 90% state voting results are predicted correctly, which means the simulation achieves a high-precision macroscopic reduction of the real-world election results.",The election simulation reports correct predictions for more than 90% of national and state voting results under its winner-takes-all rule.
SBV2-ALL92-G224-C02,3,"After the case study, we find that DeepSeek-R1-671b sometimes falls into overthinking, resulting in less accu",The election simulation reports correct predictions for more than 90% of national and state voting results under its winner-takes-all rule.
SBV2-ALL92-G224-C02,4,to public engagement and party strategy formation .,The election simulation reports correct predictions for more than 90% of national and state voting results under its winner-takes-all rule.
SBV2-ALL92-G224-C02,5,This study analyzes methods for large-scale election simulation using LLMs through the U.S. presidential system’s Electoral College framework.,The election simulation reports correct predictions for more than 90% of national and state voting results under its winner-takes-all rule.
SBV2-ALL92-G224-C02,6,"In this indirect voting system, citizens vote for state electors (allocated by congressional representation) who formally elect the president.",The election simulation reports correct predictions for more than 90% of national and state voting results under its winner-takes-all rule.
SBV2-ALL92-G224-C02,7,"Most states employ a winner-takes-all allocation of electoral votes to the statewide majority winner, with our modeling focused on predicting these state-l",The election simulation reports correct predictions for more than 90% of national and state voting results under its winner-takes-all rule.
SBV2-ALL92-G224-C02,8,"and domain-specific LLMs are acquired through parametric training, e.g., continual pretraining, supervised fine-tuning, and reinforcement learning.",The election simulation reports correct predictions for more than 90% of national and state voting results under its winner-takes-all rule.
SBV2-ALL92-G224-C02,9,"When target users exhibit complex profiles and the simulation requires deep domain expertise, these models are leveraged to enhance the professionalism and accuracy of agent behaviors. 3 Implementation of Specific Scenarios We implement three representative social simulation scenarios through the SocioVerse framework based on the implemented componen",The election simulation reports correct predictions for more than 90% of national and state voting results under its winner-takes-all rule.
SBV2-ALL92-G224-C02,10,Additional action: Democratic voting.,The election simulation reports correct predictions for more than 90% of national and state voting results under its winner-takes-all rule.
SBV2-ALL92-G224-C02,11,"In the democratic setting, workers vote at yearend to keep the incumbent planner or replace it with a challenger sampled from a language-model prior; the candidates create text platforms to convince workers.",The election simulation reports correct predictions for more than 90% of national and state voting results under its winner-takes-all rule.
SBV2-ALL92-G224-C02,12,The winner’s prompt history carries forward.,The election simulation reports correct predictions for more than 90% of national and state voting results under its winner-takes-all rule.
SBV2-ALL92-G224-C02,13,"As we shall see later in the next section, our design of the LLM Economist enables effective incontext RL for both planner and workers, empowering LLMs to make informative and beneficial",The election simulation reports correct predictions for more than 90% of national and state voting results under its winner-takes-all rule.
SBV2-ALL92-G224-C03,0,real world and thus becomes the focus during the election process.,The election simulation reports correct predictions for more than 95% of state voting results under its winner-takes-all rule.
SBV2-ALL92-G224-C03,1,"According to the results, GPT-4o-mini and Qwen2.5-72b show competitive performance both in Acc and RMSE.",The election simulation reports correct predictions for more than 95% of state voting results under its winner-takes-all rule.
SBV2-ALL92-G224-C03,2,"Typically, according to the winner-takes-all rule, over 90% state voting results are predicted correctly, which means the simulation achieves a high-precision macroscopic reduction of the real-world election results.",The election simulation reports correct predictions for more than 95% of state voting results under its winner-takes-all rule.
SBV2-ALL92-G224-C03,3,"After the case study, we find that DeepSeek-R1-671b sometimes falls into overthinking, resulting in less accu",The election simulation reports correct predictions for more than 95% of state voting results under its winner-takes-all rule.
SBV2-ALL92-G224-C03,4,to public engagement and party strategy formation .,The election simulation reports correct predictions for more than 95% of state voting results under its winner-takes-all rule.
SBV2-ALL92-G224-C03,5,This study analyzes methods for large-scale election simulation using LLMs through the U.S. presidential system’s Electoral College framework.,The election simulation reports correct predictions for more than 95% of state voting results under its winner-takes-all rule.
SBV2-ALL92-G224-C03,6,"In this indirect voting system, citizens vote for state electors (allocated by congressional representation) who formally elect the president.",The election simulation reports correct predictions for more than 95% of state voting results under its winner-takes-all rule.
SBV2-ALL92-G224-C03,7,"Most states employ a winner-takes-all allocation of electoral votes to the statewide majority winner, with our modeling focused on predicting these state-l",The election simulation reports correct predictions for more than 95% of state voting results under its winner-takes-all rule.
SBV2-ALL92-G224-C03,8,"and domain-specific LLMs are acquired through parametric training, e.g., continual pretraining, supervised fine-tuning, and reinforcement learning.",The election simulation reports correct predictions for more than 95% of state voting results under its winner-takes-all rule.
SBV2-ALL92-G224-C03,9,"When target users exhibit complex profiles and the simulation requires deep domain expertise, these models are leveraged to enhance the professionalism and accuracy of agent behaviors. 3 Implementation of Specific Scenarios We implement three representative social simulation scenarios through the SocioVerse framework based on the implemented componen",The election simulation reports correct predictions for more than 95% of state voting results under its winner-takes-all rule.
SBV2-ALL92-G224-C03,10,Additional action: Democratic voting.,The election simulation reports correct predictions for more than 95% of state voting results under its winner-takes-all rule.
SBV2-ALL92-G224-C03,11,"In the democratic setting, workers vote at yearend to keep the incumbent planner or replace it with a challenger sampled from a language-model prior; the candidates create text platforms to convince workers.",The election simulation reports correct predictions for more than 95% of state voting results under its winner-takes-all rule.
SBV2-ALL92-G224-C03,12,The winner’s prompt history carries forward.,The election simulation reports correct predictions for more than 95% of state voting results under its winner-takes-all rule.
SBV2-ALL92-G224-C03,13,"As we shall see later in the next section, our design of the LLM Economist enables effective incontext RL for both planner and workers, empowering LLMs to make informative and beneficial",The election simulation reports correct predictions for more than 95% of state voting results under its winner-takes-all rule.
SBV2-ALL92-G224-C04,0,real world and thus becomes the focus during the election process.,The election simulation reports correct predictions for below 50% of state voting results under its winner-takes-all rule in aggregate.
SBV2-ALL92-G224-C04,1,"According to the results, GPT-4o-mini and Qwen2.5-72b show competitive performance both in Acc and RMSE.",The election simulation reports correct predictions for below 50% of state voting results under its winner-takes-all rule in aggregate.
SBV2-ALL92-G224-C04,2,"Typically, according to the winner-takes-all rule, over 90% state voting results are predicted correctly, which means the simulation achieves a high-precision macroscopic reduction of the real-world election results.",The election simulation reports correct predictions for below 50% of state voting results under its winner-takes-all rule in aggregate.
SBV2-ALL92-G224-C04,3,"After the case study, we find that DeepSeek-R1-671b sometimes falls into overthinking, resulting in less accu",The election simulation reports correct predictions for below 50% of state voting results under its winner-takes-all rule in aggregate.
SBV2-ALL92-G224-C04,4,to public engagement and party strategy formation .,The election simulation reports correct predictions for below 50% of state voting results under its winner-takes-all rule in aggregate.
SBV2-ALL92-G224-C04,5,This study analyzes methods for large-scale election simulation using LLMs through the U.S. presidential system’s Electoral College framework.,The election simulation reports correct predictions for below 50% of state voting results under its winner-takes-all rule in aggregate.
SBV2-ALL92-G224-C04,6,"In this indirect voting system, citizens vote for state electors (allocated by congressional representation) who formally elect the president.",The election simulation reports correct predictions for below 50% of state voting results under its winner-takes-all rule in aggregate.
SBV2-ALL92-G224-C04,7,"Most states employ a winner-takes-all allocation of electoral votes to the statewide majority winner, with our modeling focused on predicting these state-l",The election simulation reports correct predictions for below 50% of state voting results under its winner-takes-all rule in aggregate.
SBV2-ALL92-G224-C04,8,"and domain-specific LLMs are acquired through parametric training, e.g., continual pretraining, supervised fine-tuning, and reinforcement learning.",The election simulation reports correct predictions for below 50% of state voting results under its winner-takes-all rule in aggregate.
SBV2-ALL92-G224-C04,9,"When target users exhibit complex profiles and the simulation requires deep domain expertise, these models are leveraged to enhance the professionalism and accuracy of agent behaviors. 3 Implementation of Specific Scenarios We implement three representative social simulation scenarios through the SocioVerse framework based on the implemented componen",The election simulation reports correct predictions for below 50% of state voting results under its winner-takes-all rule in aggregate.
SBV2-ALL92-G224-C04,10,Additional action: Democratic voting.,The election simulation reports correct predictions for below 50% of state voting results under its winner-takes-all rule in aggregate.
SBV2-ALL92-G224-C04,11,"In the democratic setting, workers vote at yearend to keep the incumbent planner or replace it with a challenger sampled from a language-model prior; the candidates create text platforms to convince workers.",The election simulation reports correct predictions for below 50% of state voting results under its winner-takes-all rule in aggregate.
SBV2-ALL92-G224-C04,12,The winner’s prompt history carries forward.,The election simulation reports correct predictions for below 50% of state voting results under its winner-takes-all rule in aggregate.
SBV2-ALL92-G224-C04,13,"As we shall see later in the next section, our design of the LLM Economist enables effective incontext RL for both planner and workers, empowering LLMs to make informative and beneficial",The election simulation reports correct predictions for below 50% of state voting results under its winner-takes-all rule in aggregate.
SBV2-ALL92-G226-C01,0,"The Impact of Heatwaves on Population Health: A Large Language Model-Enhanced Agent-Based Simulation Abstract: Extreme heat events, intensified by climate change, threaten public health, yet the socio-behavioral mechanisms of resilience remain unclear.",The heatwave model reports steeper declines in perceived safety and social connection for highly vulnerable agents than low-vulnerability peers.
SBV2-ALL92-G226-C01,1,We use a Large Language Model– enhanced agent-based model to simulate a virtual society’s response to a prolonged heatwave.,The heatwave model reports steeper declines in perceived safety and social connection for highly vulnerable agents than low-vulnerability peers.
SBV2-ALL92-G226-C01,2,One hundred heterogeneous agents receive a Heat Vulnerability Index derived from demographic risk factors and are observed,The heatwave model reports steeper declines in perceived safety and social connection for highly vulnerable agents than low-vulnerability peers.
SBV2-ALL92-G226-C01,3,"diffusion of risk information, testing competing theories of simple versus complex contagion to understand emergent, population-wide responses (Centola and Macy 2007).",The heatwave model reports steeper declines in perceived safety and social connection for highly vulnerable agents than low-vulnerability peers.
SBV2-ALL92-G226-C01,4,"This multi-level approach allows us to build a comprehensive, mechanistic account of social resilience to climate shocks.",The heatwave model reports steeper declines in perceived safety and social connection for highly vulnerable agents than low-vulnerability peers.
SBV2-ALL92-G226-C01,5,"Preliminary Results Our preliminary analysis reveals three key findings regarding the differential impacts of the simulated heatwave, the nature of behavioral adaptation, and the social mechanisms of informatio",The heatwave model reports steeper declines in perceived safety and social connection for highly vulnerable agents than low-vulnerability peers.
SBV2-ALL92-G226-C01,6,be found at: The two-level mixed-effects models revealed significant temporal dynamics in daily needs satisfaction across health vulnerability classes (Table 2 and Figure 4).,The heatwave model reports steeper declines in perceived safety and social connection for highly vulnerable agents than low-vulnerability peers.
SBV2-ALL92-G226-C01,7,"Significant day × HVI class interactions revealed that higher vulnerability groups experienced steeper declines in safety (Extreme: β = -0.03/day, p = 0.001) and social satisfaction (High: β = -0.06/day, p < 0.001) over time compared to low-",The heatwave model reports steeper declines in perceived safety and social connection for highly vulnerable agents than low-vulnerability peers.
SBV2-ALL92-G226-C01,8,safety and social needs degraded more rapidly for vulnerable individuals.,The heatwave model reports steeper declines in perceived safety and social connection for highly vulnerable agents than low-vulnerability peers.
SBV2-ALL92-G226-C01,9,"The interaction between simulation day and HVI class was highly significant, revealing that agents in the ""Extreme"" vulnerability class experienced a steeper decline in their sense of safety over time (β = -0.03/day, p = 0.001) compared to the ""Low"" vulnerability group.",The heatwave model reports steeper declines in perceived safety and social connection for highly vulnerable agents than low-vulnerability peers.
SBV2-ALL92-G226-C01,10,"Similarly, social need satisfaction eroded most quickly among highly vulnerable agents, underscoring that the primary impact of the heatwave manifested as",The heatwave model reports steeper declines in perceived safety and social connection for highly vulnerable agents than low-vulnerability peers.
SBV2-ALL92-G226-C01,11,physiological or emotional outcomes for agent i at day j.,The heatwave model reports steeper declines in perceived safety and social connection for highly vulnerable agents than low-vulnerability peers.
SBV2-ALL92-G226-C01,12,"Day refers to simulation days, U refers to health vulnerability class (Low, Moderate, High, and Extreme), and “day * U” refers to the interaction between simulation day and health vulnerability class. β0 is the global intercept, and β1 and β2 are the fixed effects for simulation day and the explanatory variable/covariate, respectively. αi, γi, and εij are the random effects of the composite model. αi and γi follow the multivariate normal",The heatwave model reports steeper declines in perceived safety and social connection for highly vulnerable agents than low-vulnerability peers.
SBV2-ALL92-G226-C02,0,"The Impact of Heatwaves on Population Health: A Large Language Model-Enhanced Agent-Based Simulation Abstract: Extreme heat events, intensified by climate change, threaten public health, yet the socio-behavioral mechanisms of resilience remain unclear.","The heatwave model reports steeper declines in perceived safety, social connection, and comfort for highly vulnerable agents than low-vulnerability peers."
SBV2-ALL92-G226-C02,1,We use a Large Language Model– enhanced agent-based model to simulate a virtual society’s response to a prolonged heatwave.,"The heatwave model reports steeper declines in perceived safety, social connection, and comfort for highly vulnerable agents than low-vulnerability peers."
SBV2-ALL92-G226-C02,2,One hundred heterogeneous agents receive a Heat Vulnerability Index derived from demographic risk factors and are observed,"The heatwave model reports steeper declines in perceived safety, social connection, and comfort for highly vulnerable agents than low-vulnerability peers."
SBV2-ALL92-G226-C02,3,"diffusion of risk information, testing competing theories of simple versus complex contagion to understand emergent, population-wide responses (Centola and Macy 2007).","The heatwave model reports steeper declines in perceived safety, social connection, and comfort for highly vulnerable agents than low-vulnerability peers."
SBV2-ALL92-G226-C02,4,"This multi-level approach allows us to build a comprehensive, mechanistic account of social resilience to climate shocks.","The heatwave model reports steeper declines in perceived safety, social connection, and comfort for highly vulnerable agents than low-vulnerability peers."
SBV2-ALL92-G226-C02,5,"Preliminary Results Our preliminary analysis reveals three key findings regarding the differential impacts of the simulated heatwave, the nature of behavioral adaptation, and the social mechanisms of informatio","The heatwave model reports steeper declines in perceived safety, social connection, and comfort for highly vulnerable agents than low-vulnerability peers."
SBV2-ALL92-G226-C02,6,be found at: The two-level mixed-effects models revealed significant temporal dynamics in daily needs satisfaction across health vulnerability classes (Table 2 and Figure 4).,"The heatwave model reports steeper declines in perceived safety, social connection, and comfort for highly vulnerable agents than low-vulnerability peers."
SBV2-ALL92-G226-C02,7,"Significant day × HVI class interactions revealed that higher vulnerability groups experienced steeper declines in safety (Extreme: β = -0.03/day, p = 0.001) and social satisfaction (High: β = -0.06/day, p < 0.001) over time compared to low-","The heatwave model reports steeper declines in perceived safety, social connection, and comfort for highly vulnerable agents than low-vulnerability peers."
