clean_queue_rank,target_candidate_group_id,span_id,source_id,domain,title,url,arxiv_id,pdf_filename,page_number,source_location,evidence_type,evidence_text,evidence_text_sha256,word_count,manual_evidence_quality,claim_generation_ready,reject_reason,notes
256,SBV2-ALL92-G256,POL-015-S1,POL-015,policy_simulation,GenWorld Urban Simulation Infrastructure,https://arxiv.org/abs/2606.27650,2606.2765,pdfs/POL-015__2606.27650.pdf,9,pdf_page_9,experiment_setup,"While absolute throughput depends on hardware and implementation details, this benchmark highlights the potential for large speedups relative to online LLM inference in typical settings.",02692370896833905ea5235a991c454c9693dea2252cd8e39f21501ccbe9c3e3,25,accepted_clean_pdf_verified,True,,PDF text verified; evidence accepted for AI-preannotated candidate generation only.
257,SBV2-ALL92-G257,POL-015-S2,POL-015,policy_simulation,GenWorld Urban Simulation Infrastructure,https://arxiv.org/abs/2606.27650,2606.2765,pdfs/POL-015__2606.27650.pdf,4,pdf_page_4,metric_result,"GATSim [26] and MobileCity [43] target larger-scale mobility simula- tion; MobileCity achieves efficiency partly by dis- abling LLM modules at scale, trading behavioral fi- delity for speed.",5f67346c881895567ddb29e0571e9404a224507e878354584768494d31c1250c,27,accepted_clean_pdf_verified,True,,PDF text verified; evidence accepted for AI-preannotated candidate generation only.
259,SBV2-ALL92-G259,POL-016-S1,POL-016,policy_simulation,LLM-Powered Social Digital Twins,https://arxiv.org/abs/2601.06111,2601.06111,pdfs/POL-016__2601.06111.pdf,1,pdf_page_1,metric_result,"On a held out test period, our calibrated digi- tal twin achieves a 20.7% improvement in macro averaged prediction error over gradient boosting baselines across six behavioral categories.",05b4aa7c08fea2a0f9f51e527b6c2c254eb45f7fcf0054fe888495f772a58df3,28,accepted_clean_pdf_verified,True,,PDF text verified; evidence accepted for AI-preannotated candidate generation only.
261,SBV2-ALL92-G261,POL-016-S3,POL-016,policy_simulation,LLM-Powered Social Digital Twins,https://arxiv.org/abs/2601.06111,2601.06111,pdfs/POL-016__2601.06111.pdf,1,pdf_page_1,deployment_boundary,"A calibration layer maps aggregated agent responses to observable population level metrics, enabling validation against real world data and deployment for counterfactual policy analysis.",f49d16ae1de110b32ad1970f322ed0fc26e46f7d35aff152897ae3dde3263680,24,accepted_clean_pdf_verified,True,,PDF text verified; evidence accepted for AI-preannotated candidate generation only.
262,SBV2-ALL92-G262,POL-017-S1,POL-017,policy_simulation,MobiVerse Urban Mobility Simulation,https://arxiv.org/abs/2506.21784,2506.21784,pdfs/POL-017__2506.21784.pdf,3,pdf_page_3,experiment_setup,"In this work, we implemented a lightweight domain- specific activity chain generator utilizing the model from [8], though the framework allows users to customize and implement alternative generation methods.",e115f3b83b025253687caca6c31b8e8107a279d50a5dad4b89f1483415ca793b,29,accepted_clean_pdf_verified,True,,PDF text verified; evidence accepted for AI-preannotated candidate generation only.
264,SBV2-ALL92-G264,POL-017-S3,POL-017,policy_simulation,MobiVerse Urban Mobility Simulation,https://arxiv.org/abs/2506.21784,2506.21784,pdfs/POL-017__2506.21784.pdf,2,pdf_page_2,limitation,"Despite their capabilities, existing plat- forms have significant limitations—most cannot effectively integrate with advanced mobility modeling algorithms like machine learning or LLMs, and typically lack mechanisms for dynamic behavior adaptation and true behaviorial intel- ligence in response to environmental feedback.",f096fcec9bbb097fedd7e01867d576489c9a1112f683bde5278cedec38946cd2,41,accepted_clean_pdf_verified,True,,PDF text verified; evidence accepted for AI-preannotated candidate generation only.
266,SBV2-ALL92-G266,POL-018-S2,POL-018,policy_simulation,Epi-LLM Framework,https://arxiv.org/abs/2606.02867,2606.02867,pdfs/POL-018__2606.02867.pdf,14,pdf_page_14,metric_result,"Each answer was mapped from a six-point Likert- scale response (a–f) to an ordinal score of 1–6, and responses from both surveys were pooled before averaging, so that each agent’s belief state reflected all available self-report data.",1f00132620a1db761a6777c17cd45f1551c924d52b21a75c36a9d212c4e36ee6,40,accepted_clean_pdf_verified,True,,PDF text verified; evidence accepted for AI-preannotated candidate generation only.
271,SBV2-ALL92-G271,POL-020-S1,POL-020,policy_simulation,Tradable Credit Schemes via Agent-Based Simulation,https://arxiv.org/abs/2502.11822,2502.11822,pdfs/POL-020__2502.11822.pdf,20,pdf_page_20,metric_result,"It is found that the incon- sistency becomes stable around 0.15 after day 15, implying that the day-to-day evolution process achieves stationarity and an acceptable degree of consistency.",8068ed882eea1fd05799cfefdc913dd1dd53b6b85ee36fb1f3a1af1ab142eccf,28,accepted_clean_pdf_verified,True,,PDF text verified; evidence accepted for AI-preannotated candidate generation only.
272,SBV2-ALL92-G272,POL-020-S2,POL-020,policy_simulation,Tradable Credit Schemes via Agent-Based Simulation,https://arxiv.org/abs/2502.11822,2502.11822,pdfs/POL-020__2502.11822.pdf,4,pdf_page_4,limitation,"Once an account has reached this state (referred to as ‘full wallet’ hereafter), the balance does not change in the absence of selling or traveling, as every time a new credit is acquired, the oldest credit expires.",6b213c6592515a7c5c00834f1e58935d8b6dafd9c1e7eae38b33c744298011fe,37,accepted_clean_pdf_verified,True,,PDF text verified; evidence accepted for AI-preannotated candidate generation only.
276,SBV2-ALL92-G276,POL-021-S3,POL-021,policy_simulation,PolicySim Social Simulation Sandbox,https://arxiv.org/abs/2603.19649,2603.19649,pdfs/POL-021__2603.19649.pdf,2,pdf_page_2,limitation,"However, this paradigm suffers from several limitations: (i) evaluation is reactive rather than proactive; (ii) feedback loops are often delayed and therefore cannot keep pace with rapid plat- form dynamics; and (iii) directly testing in real-world environments may introduce uncontrollable and potentially irreversible harmful consequences.",57e2463f0e732b50f428fe08f1eada2742d0c4150f5198cfac6b04b52c1ea6cf,45,accepted_clean_pdf_verified,True,,PDF text verified; evidence accepted for AI-preannotated candidate generation only.
