candidate_id,group_id,silver_label,domain,claim_text,evidence_text,realism_risk_flag,risk_types,realism_risk_score_0_to_5,realism_score_suggested_1_to_5,reason,recommended_action
SBV2-ALL92-G196-C04,SBV2-ALL92-G196,contradiction_candidate,marl,The HIS evaluation excludes continuous-action benchmark environments and focuses instead on single-agent discrete benchmark suites for its experiments.,"We evaluate the proposed algorithm in three widely used continuous-action benchmark environ- ments: Multi-Agent Particle Environment, Multi-Agent Mu- JoCo, and Bi-DexHands.",low,none,0,1,no_risk_flag,keep
SBV2-ALL92-G197-C01,SBV2-ALL92-G197,supported,marl,"The HIS results report stronger performance than state-of-the-art methods, with particular gains in strongly coupled, complex collaborative problems.","Experimental results demonstrate that HIS outperforms state-of-the-art methods, particularly excelling in strongly coupled, complex collaborative tasks.",medium,too_template_like|too_extreme,2,3,template_sim=0.81; extreme_words=state-of-the-art,review
SBV2-ALL92-G197-C02,SBV2-ALL92-G197,mild_scope_overclaim,marl,"The HIS results report stronger performance than state-of-the-art methods, with particular gains in both strongly coupled and loosely coupled collaborative problems.","Experimental results demonstrate that HIS outperforms state-of-the-art methods, particularly excelling in strongly coupled, complex collaborative tasks.",medium,too_template_like|too_extreme,2,3,template_sim=0.75; extreme_words=state-of-the-art,review
SBV2-ALL92-G197-C03,SBV2-ALL92-G197,strong_action_overclaim,marl,The HIS results report stronger performance than state-of-the-art methods and mark HIS as the leading method for complex collaborative problems.,"Experimental results demonstrate that HIS outperforms state-of-the-art methods, particularly excelling in strongly coupled, complex collaborative tasks.",medium,too_template_like|too_extreme,2,3,template_sim=0.68; extreme_words=state-of-the-art,review
SBV2-ALL92-G197-C04,SBV2-ALL92-G197,contradiction_candidate,marl,"The HIS results report weaker performance than state-of-the-art methods, with particular losses in strongly coupled, complex collaborative problems.","Experimental results demonstrate that HIS outperforms state-of-the-art methods, particularly excelling in strongly coupled, complex collaborative tasks.",medium,too_template_like|too_extreme|contradiction_too_mechanical,3,4,template_sim=0.74; extreme_words=state-of-the-art; contra_mech=high_sim_to_supported=0.78,prioritize_gold_realism
SBV2-ALL92-G198-C01,SBV2-ALL92-G198,supported,marl,Traditional MARL credit assignment schemes are described as unreliable for individual contribution capture in strongly coupled problems while preserving training stability.,"However, tra- ditional credit assignment schemes in MARL cannot re- liably capture individual contributions in strongly coupled tasks while maintaining training stability, which leads to lim- ited generalization capabilities and hinders algorithm perfor- mance.",low,too_template_like,1,2,template_sim=0.90,keep
SBV2-ALL92-G198-C02,SBV2-ALL92-G198,mild_scope_overclaim,marl,Traditional MARL credit assignment schemes are described as unreliable for individual contribution capture in moderately coupled problems while preserving training stability.,"However, tra- ditional credit assignment schemes in MARL cannot re- liably capture individual contributions in strongly coupled tasks while maintaining training stability, which leads to lim- ited generalization capabilities and hinders algorithm perfor- mance.",medium,too_template_like|mild_strong_boundary_unclear,2,3,template_sim=0.88; boundary=high_mild_strong_sim=0.83,review
SBV2-ALL92-G198-C03,SBV2-ALL92-G198,strong_action_overclaim,marl,Traditional MARL credit assignment schemes are described as unreliable for individual contribution capture in cooperative MARL problems while preserving training stability.,"However, tra- ditional credit assignment schemes in MARL cannot re- liably capture individual contributions in strongly coupled tasks while maintaining training stability, which leads to lim- ited generalization capabilities and hinders algorithm perfor- mance.",medium,too_template_like|mild_strong_boundary_unclear,2,3,template_sim=0.85; boundary=high_mild_strong_sim=0.83,review
SBV2-ALL92-G198-C04,SBV2-ALL92-G198,contradiction_candidate,marl,Traditional MARL credit assignment schemes are described as reliable for individual contribution capture in strongly coupled problems while preserving training stability.,"However, tra- ditional credit assignment schemes in MARL cannot re- liably capture individual contributions in strongly coupled tasks while maintaining training stability, which leads to lim- ited generalization capabilities and hinders algorithm perfor- mance.",medium,too_template_like|contradiction_too_mechanical,2,3,template_sim=0.85; contra_mech=high_sim_to_supported=0.89,review
SBV2-ALL92-G205-C01,SBV2-ALL92-G205,supported,marl,WFCRL implements an interface between its simulator and Python wind farm environment through MPI channels to support RL research libraries.,"To allow for integration with the large ecosystem libraries and RL research practices developed in Python, we implement an interface between the simulator and the Python wind farm environment via MPI communication channels.",low,too_template_like,1,2,template_sim=0.71,keep
SBV2-ALL92-G205-C02,SBV2-ALL92-G205,mild_scope_overclaim,marl,WFCRL implements an interface between its simulator and Python wind farm environments through MPI channels to support RL research libraries.,"To allow for integration with the large ecosystem libraries and RL research practices developed in Python, we implement an interface between the simulator and the Python wind farm environment via MPI communication channels.",low,too_template_like,1,2,template_sim=0.67,keep
SBV2-ALL92-G205-C03,SBV2-ALL92-G205,strong_action_overclaim,marl,WFCRL implements a Python-based simulator core through MPI channels that handles the wind farm environment computations for RL research libraries.,"To allow for integration with the large ecosystem libraries and RL research practices developed in Python, we implement an interface between the simulator and the Python wind farm environment via MPI communication channels.",low,none,0,1,no_risk_flag,keep
SBV2-ALL92-G205-C04,SBV2-ALL92-G205,contradiction_candidate,marl,WFCRL keeps the simulator separate from Python wind farm environment execution rather than linking the two through MPI communication channels.,"To allow for integration with the large ecosystem libraries and RL research practices developed in Python, we implement an interface between the simulator and the Python wind farm environment via MPI communication channels.",low,none,0,1,no_risk_flag,keep
SBV2-ALL92-G213-C01,SBV2-ALL92-G213,supported,marl,The paper states that optimization with individual utility functions remains unresolved in the broadest MAMO case covered by the discussion.,"However, the optimisation in the most general setting: in- dividual utility functions, remains unsolved.",medium,too_template_like|too_extreme,2,3,"template_sim=0.77; extreme_words=solve,solved",review
SBV2-ALL92-G213-C02,SBV2-ALL92-G213,mild_scope_overclaim,marl,The paper states that optimization with individual utility functions and shared utility functions remains unresolved in the broadest MAMO case.,"However, the optimisation in the most general setting: in- dividual utility functions, remains unsolved.",medium,too_template_like|too_extreme,2,3,"template_sim=0.75; extreme_words=solve,solved",review
SBV2-ALL92-G213-C03,SBV2-ALL92-G213,strong_action_overclaim,marl,"The paper states that optimization with individual utility functions remains unresolved for private, shared, and social welfare utilities in MAMO.","However, the optimisation in the most general setting: in- dividual utility functions, remains unsolved.",medium,too_template_like|too_extreme,2,3,"template_sim=0.62; extreme_words=solve,solved",review
SBV2-ALL92-G213-C04,SBV2-ALL92-G213,contradiction_candidate,marl,The paper states that optimization with individual utility functions is solved in the broadest MAMO case covered by the discussion.,"However, the optimisation in the most general setting: in- dividual utility functions, remains unsolved.",medium,too_template_like|too_extreme|contradiction_too_mechanical,3,4,"template_sim=0.69; extreme_words=solve,solved; contra_mech=high_sim_to_supported=0.79",prioritize_gold_realism
SBV2-ALL92-G214-C01,SBV2-ALL92-G214,supported,policy_simulation,The benchmark reports its best-performing system at 24.5% accuracy on broad cases and 15.04% accuracy on targeted sub-tasks.,"The best- performing system achieves only 24.5% accuracy on compre- hensive scenarios and 15.04% on targeted sub-tasks, highlight- ing the gap between existing tools and the requirements for effective policy evaluation.",low,too_template_like,1,2,template_sim=1.00,keep
SBV2-ALL92-G214-C02,SBV2-ALL92-G214,mild_scope_overclaim,policy_simulation,The benchmark reports its best-performing system above 30% accuracy on broad cases and 15.04% accuracy on targeted sub-tasks.,"The best- performing system achieves only 24.5% accuracy on compre- hensive scenarios and 15.04% on targeted sub-tasks, highlight- ing the gap between existing tools and the requirements for effective policy evaluation.",medium,too_template_like|mild_strong_boundary_unclear,2,3,template_sim=1.00; boundary=high_mild_strong_sim=1.00,review
SBV2-ALL92-G214-C03,SBV2-ALL92-G214,strong_action_overclaim,policy_simulation,The benchmark reports its best-performing system above 60% accuracy on broad cases and 45% accuracy on targeted sub-tasks.,"The best- performing system achieves only 24.5% accuracy on compre- hensive scenarios and 15.04% on targeted sub-tasks, highlight- ing the gap between existing tools and the requirements for effective policy evaluation.",medium,too_template_like|mild_strong_boundary_unclear,2,3,template_sim=1.00; boundary=high_mild_strong_sim=1.00,review
SBV2-ALL92-G214-C04,SBV2-ALL92-G214,contradiction_candidate,policy_simulation,The benchmark reports its best-performing system below 10% accuracy on broad cases and 5% accuracy on targeted sub-tasks.,"The best- performing system achieves only 24.5% accuracy on compre- hensive scenarios and 15.04% on targeted sub-tasks, highlight- ing the gap between existing tools and the requirements for effective policy evaluation.",medium,too_template_like|contradiction_too_mechanical,2,3,template_sim=1.00; contra_mech=high_sim_to_supported=1.00,review
SBV2-ALL92-G215-C01,SBV2-ALL92-G215,supported,policy_simulation,"The ABM discussion says decision-support effectiveness remains uncertain because calibration, heterogeneous data integration, and result interpretation require expertise.","Agent-based models (ABMs) have emerged as a promising approach, capturing individual behaviors, group dynamics, and emergent phenomena beyond traditional deter- ministic models. [1] However, their effectiveness in informing policy decisions remains uncertain, posing both academic and practical challenges. [2] ABMs for policy evaluation face significant real-world application issues, such as calibrating agent behaviors, inte- grating heterogeneous datasets, and interpreting results. [3] These tasks demand sophisticated technical capabilities and domain expertise.",medium,too_template_like|too_extreme,2,3,template_sim=0.85; extreme_words=certain,review
SBV2-ALL92-G215-C02,SBV2-ALL92-G215,mild_scope_overclaim,policy_simulation,"The ABM discussion says decision-support effectiveness remains uncertain because calibration and heterogeneous data integration require expertise, while interpretation is resolved.","Agent-based models (ABMs) have emerged as a promising approach, capturing individual behaviors, group dynamics, and emergent phenomena beyond traditional deter- ministic models. [1] However, their effectiveness in informing policy decisions remains uncertain, posing both academic and practical challenges. [2] ABMs for policy evaluation face significant real-world application issues, such as calibrating agent behaviors, inte- grating heterogeneous datasets, and interpreting results. [3] These tasks demand sophisticated technical capabilities and domain expertise.",medium,too_template_like|too_extreme,2,3,"template_sim=0.81; extreme_words=solve,solved,certain",review
SBV2-ALL92-G215-C03,SBV2-ALL92-G215,strong_action_overclaim,policy_simulation,"The ABM discussion says decision-support effectiveness remains uncertain because calibration, data integration, interpretation, and validation require extensive expertise.","Agent-based models (ABMs) have emerged as a promising approach, capturing individual behaviors, group dynamics, and emergent phenomena beyond traditional deter- ministic models. [1] However, their effectiveness in informing policy decisions remains uncertain, posing both academic and practical challenges. [2] ABMs for policy evaluation face significant real-world application issues, such as calibrating agent behaviors, inte- grating heterogeneous datasets, and interpreting results. [3] These tasks demand sophisticated technical capabilities and domain expertise.",medium,too_template_like|too_extreme,2,3,template_sim=0.78; extreme_words=certain,review
SBV2-ALL92-G215-C04,SBV2-ALL92-G215,contradiction_candidate,policy_simulation,"The ABM discussion says decision-support effectiveness is clear because calibration, heterogeneous data integration, and result interpretation require little expertise.","Agent-based models (ABMs) have emerged as a promising approach, capturing individual behaviors, group dynamics, and emergent phenomena beyond traditional deter- ministic models. [1] However, their effectiveness in informing policy decisions remains uncertain, posing both academic and practical challenges. [2] ABMs for policy evaluation face significant real-world application issues, such as calibrating agent behaviors, inte- grating heterogeneous datasets, and interpreting results. [3] These tasks demand sophisticated technical capabilities and domain expertise.",medium,too_template_like|contradiction_too_mechanical,2,3,template_sim=0.76; contra_mech=high_sim_to_supported=0.78,review
SBV2-ALL92-G224-C01,SBV2-ALL92-G224,supported,policy_simulation,The election simulation reports correct predictions for more than 90% of state voting results under its winner-takes-all rule.,"Typ- ically, according to the winner-takes-all rule, over 90% state voting results are predicted correctly, which means the simulation achieves a high-precision macroscopic reduction of the real-world election results.",low,too_template_like,1,2,template_sim=0.93,keep
SBV2-ALL92-G224-C02,SBV2-ALL92-G224,mild_scope_overclaim,policy_simulation,The election simulation reports correct predictions for more than 90% of national and state voting results under its winner-takes-all rule.,"Typ- ically, according to the winner-takes-all rule, over 90% state voting results are predicted correctly, which means the simulation achieves a high-precision macroscopic reduction of the real-world election results.",medium,too_template_like|mild_strong_boundary_unclear,2,3,template_sim=0.90; boundary=high_mild_strong_sim=0.93,review
SBV2-ALL92-G224-C03,SBV2-ALL92-G224,strong_action_overclaim,policy_simulation,The election simulation reports correct predictions for more than 95% of state voting results under its winner-takes-all rule.,"Typ- ically, according to the winner-takes-all rule, over 90% state voting results are predicted correctly, which means the simulation achieves a high-precision macroscopic reduction of the real-world election results.",medium,too_template_like|mild_strong_boundary_unclear,2,3,template_sim=0.93; boundary=high_mild_strong_sim=0.93,review
SBV2-ALL92-G224-C04,SBV2-ALL92-G224,contradiction_candidate,policy_simulation,The election simulation reports correct predictions for below 50% of state voting results under its winner-takes-all rule in aggregate.,"Typ- ically, according to the winner-takes-all rule, over 90% state voting results are predicted correctly, which means the simulation achieves a high-precision macroscopic reduction of the real-world election results.",medium,too_template_like|contradiction_too_mechanical,2,3,template_sim=0.83; contra_mech=high_sim_to_supported=0.79,review
SBV2-ALL92-G226-C01,SBV2-ALL92-G226,supported,policy_simulation,The heatwave model reports steeper declines in perceived safety and social connection for highly vulnerable agents than low-vulnerability peers.,Preliminary results show primarily psychosocial impacts distributed inequitably: highly vulnerable agents exhibit steeper declines in perceived safety and social connection than low-vulnerability peers.,low,too_template_like,1,2,template_sim=0.95,keep
SBV2-ALL92-G226-C02,SBV2-ALL92-G226,mild_scope_overclaim,policy_simulation,"The heatwave model reports steeper declines in perceived safety, social connection, and comfort for highly vulnerable agents than low-vulnerability peers.",Preliminary results show primarily psychosocial impacts distributed inequitably: highly vulnerable agents exhibit steeper declines in perceived safety and social connection than low-vulnerability peers.,medium,too_template_like|mild_strong_boundary_unclear,2,3,template_sim=0.93; boundary=high_mild_strong_sim=0.83,review
SBV2-ALL92-G226-C03,SBV2-ALL92-G226,strong_action_overclaim,policy_simulation,"The heatwave model reports steeper declines in perceived safety, social connection, health, and mobility for highly vulnerable agents than low-vulnerability peers.",Preliminary results show primarily psychosocial impacts distributed inequitably: highly vulnerable agents exhibit steeper declines in perceived safety and social connection than low-vulnerability peers.,medium,too_template_like|mild_strong_boundary_unclear,2,3,template_sim=0.90; boundary=high_mild_strong_sim=0.83,review
SBV2-ALL92-G226-C04,SBV2-ALL92-G226,contradiction_candidate,policy_simulation,The heatwave model reports steeper declines in perceived safety and social connection for low-vulnerability peers than highly vulnerable agents.,Preliminary results show primarily psychosocial impacts distributed inequitably: highly vulnerable agents exhibit steeper declines in perceived safety and social connection than low-vulnerability peers.,medium,too_template_like|contradiction_too_mechanical,2,3,template_sim=0.95; contra_mech=high_sim_to_supported=1.00,review
SBV2-ALL92-G232-C01,SBV2-ALL92-G232,supported,policy_simulation,"SimCity implements the shock by changing production skill requirements midway through the run, marked as 0 to Event in Figure 7.",We implement this shock by altering the skill requirements in production midway through the simulation (denoted as “0 to Event” in Figure 7).,low,too_template_like,1,2,template_sim=0.86,keep
SBV2-ALL92-G232-C02,SBV2-ALL92-G232,mild_scope_overclaim,policy_simulation,"SimCity implements the shock by changing production skill requirements near the start of the run, marked as 0 to Event in Figure 7.",We implement this shock by altering the skill requirements in production midway through the simulation (denoted as “0 to Event” in Figure 7).,low,too_template_like,1,2,template_sim=0.77,keep
SBV2-ALL92-G232-C03,SBV2-ALL92-G232,strong_action_overclaim,policy_simulation,"SimCity implements the shock by changing production skill requirements and labor preferences midway through the run, marked as 0 to Event in Figure 7.",We implement this shock by altering the skill requirements in production midway through the simulation (denoted as “0 to Event” in Figure 7).,low,too_template_like,1,2,template_sim=0.81,keep
SBV2-ALL92-G232-C04,SBV2-ALL92-G232,contradiction_candidate,policy_simulation,"SimCity implements the shock by keeping production skill requirements unchanged midway through the run, marked as 0 to Event in Figure 7.",We implement this shock by altering the skill requirements in production midway through the simulation (denoted as “0 to Event” in Figure 7).,medium,too_template_like|contradiction_too_mechanical,2,3,template_sim=0.77; contra_mech=high_sim_to_supported=0.79,review
SBV2-ALL92-G233-C01,SBV2-ALL92-G233,supported,policy_simulation,"SimCity reports classic macroeconomic phenomena including Okun’s law, the Phillips curve, the Beveridge curve, demand elasticity, and Engel’s curve.","Experimental results show that SimCity successfully exhibits a range of classic macroeconomic phenomena, such as Okun’s law, the Phillips curve, the Beveridge curve, price elasticity of demand, and Engel’s curve (detailed in Section 5).",low,too_template_like,1,2,template_sim=0.94,keep
SBV2-ALL92-G233-C02,SBV2-ALL92-G233,mild_scope_overclaim,policy_simulation,"SimCity reports classic macroeconomic phenomena including Okun’s law, the Phillips curve, the Beveridge curve, demand elasticity, Engel’s curve, and wage rigidity.","Experimental results show that SimCity successfully exhibits a range of classic macroeconomic phenomena, such as Okun’s law, the Phillips curve, the Beveridge curve, price elasticity of demand, and Engel’s curve (detailed in Section 5).",medium,too_template_like|mild_strong_boundary_unclear,2,3,template_sim=0.88; boundary=high_mild_strong_sim=0.78,review
SBV2-ALL92-G233-C03,SBV2-ALL92-G233,strong_action_overclaim,policy_simulation,"SimCity reports classic macroeconomic phenomena including Okun’s law, the Phillips curve, the Beveridge curve, demand elasticity, Engel’s curve, and financial contagion.","Experimental results show that SimCity successfully exhibits a range of classic macroeconomic phenomena, such as Okun’s law, the Phillips curve, the Beveridge curve, price elasticity of demand, and Engel’s curve (detailed in Section 5).",medium,too_template_like|mild_strong_boundary_unclear,2,3,template_sim=0.88; boundary=high_mild_strong_sim=0.78,review
SBV2-ALL92-G233-C04,SBV2-ALL92-G233,contradiction_candidate,policy_simulation,"SimCity reports no classic macroeconomic phenomena including Okun’s law, the Phillips curve, the Beveridge curve, demand elasticity, or Engel’s curve.","Experimental results show that SimCity successfully exhibits a range of classic macroeconomic phenomena, such as Okun’s law, the Phillips curve, the Beveridge curve, price elasticity of demand, and Engel’s curve (detailed in Section 5).",medium,too_template_like|contradiction_too_mechanical,2,3,template_sim=0.94; contra_mech=high_sim_to_supported=1.00,review
SBV2-ALL92-G234-C01,SBV2-ALL92-G234,supported,policy_simulation,The SimCity paper identifies a key limitation in existing frameworks as the lack of a common basis for comparison.,"A key limitation of existing frameworks (Lengnick, 2013; Li et al., 2024) is the lack of a common ba- sis for comparison.",low,too_template_like,1,2,template_sim=0.72,keep
SBV2-ALL92-G234-C02,SBV2-ALL92-G234,mild_scope_overclaim,policy_simulation,The SimCity paper identifies a key limitation in existing frameworks as the lack of a shared basis for comparison and replication.,"A key limitation of existing frameworks (Lengnick, 2013; Li et al., 2024) is the lack of a common ba- sis for comparison.",medium,too_template_like|mild_strong_boundary_unclear,2,3,template_sim=0.81; boundary=high_mild_strong_sim=0.92,review
SBV2-ALL92-G234-C03,SBV2-ALL92-G234,strong_action_overclaim,policy_simulation,"The SimCity paper identifies a key limitation in existing frameworks as the lack of a shared basis for comparison, replication, and benchmarking.","A key limitation of existing frameworks (Lengnick, 2013; Li et al., 2024) is the lack of a common ba- sis for comparison.",medium,too_template_like|mild_strong_boundary_unclear,2,3,template_sim=0.81; boundary=high_mild_strong_sim=0.92,review
SBV2-ALL92-G234-C04,SBV2-ALL92-G234,contradiction_candidate,policy_simulation,"The SimCity paper identifies existing frameworks as already having a clear shared basis for comparison, replication, and benchmarking in this field.","A key limitation of existing frameworks (Lengnick, 2013; Li et al., 2024) is the lack of a common ba- sis for comparison.",low,too_template_like,1,2,template_sim=0.63,keep
SBV2-ALL92-G248-C01,SBV2-ALL92-G248,supported,policy_simulation,"The paper reports that TaxAgent achieved stronger equity-efficiency trade-offs than Saez taxation, federal income taxes, and free markets.","Benchmarked against Saez Optimal Taxation, U.S. federal income taxes, and free markets, TaxAgent achieves superior equity-efficiency trade- offs.",low,too_template_like,1,2,template_sim=0.82,keep
SBV2-ALL92-G248-C02,SBV2-ALL92-G248,mild_scope_overclaim,policy_simulation,"The paper reports that TaxAgent achieved stronger equity-efficiency trade-offs than Saez taxation, federal income taxes, free markets, and flat taxes.","Benchmarked against Saez Optimal Taxation, U.S. federal income taxes, and free markets, TaxAgent achieves superior equity-efficiency trade- offs.",low,too_template_like,1,2,template_sim=0.80,keep
SBV2-ALL92-G248-C03,SBV2-ALL92-G248,strong_action_overclaim,policy_simulation,"The paper reports that TaxAgent achieved stronger equity-efficiency trade-offs than major taxation baselines, market baselines, and redistribution methods.","Benchmarked against Saez Optimal Taxation, U.S. federal income taxes, and free markets, TaxAgent achieves superior equity-efficiency trade- offs.",low,none,0,1,no_risk_flag,keep
SBV2-ALL92-G248-C04,SBV2-ALL92-G248,contradiction_candidate,policy_simulation,"The paper reports that TaxAgent achieved weaker equity-efficiency trade-offs than Saez taxation, federal income taxes, and free markets.","Benchmarked against Saez Optimal Taxation, U.S. federal income taxes, and free markets, TaxAgent achieves superior equity-efficiency trade- offs.",medium,too_template_like|contradiction_too_mechanical,2,3,template_sim=0.77; contra_mech=high_sim_to_supported=0.88,review
SBV2-ALL92-G251-C01,SBV2-ALL92-G251,supported,policy_simulation,The paper reports that the Saez-regression schedule outperformed the LLM Economist while the LLM schedule set lower tax rates.,"The Saez-regression schedule now outperforms the LLM Economist, reflecting the Stackelberg equilibria at the Saez solution; the LLM schedule remains within the same qualitative shape but sets uniformly lower rates, preserving more labor supply at the expense of redistribution.",low,too_template_like,1,2,template_sim=0.84,keep
SBV2-ALL92-G251-C02,SBV2-ALL92-G251,mild_scope_overclaim,policy_simulation,The paper reports that the Saez-regression schedule outperformed the LLM Economist while the LLM schedule set lower tax rates and higher labor.,"The Saez-regression schedule now outperforms the LLM Economist, reflecting the Stackelberg equilibria at the Saez solution; the LLM schedule remains within the same qualitative shape but sets uniformly lower rates, preserving more labor supply at the expense of redistribution.",low,too_template_like,1,2,template_sim=0.79,keep
SBV2-ALL92-G251-C03,SBV2-ALL92-G251,strong_action_overclaim,policy_simulation,The paper reports that the Saez-regression schedule outperformed the LLM Economist while the LLM schedule delivered lower rates and superior welfare.,"The Saez-regression schedule now outperforms the LLM Economist, reflecting the Stackelberg equilibria at the Saez solution; the LLM schedule remains within the same qualitative shape but sets uniformly lower rates, preserving more labor supply at the expense of redistribution.",low,too_template_like,1,2,template_sim=0.70,keep
SBV2-ALL92-G251-C04,SBV2-ALL92-G251,contradiction_candidate,policy_simulation,The paper reports that the Saez-regression schedule underperformed the LLM Economist while the LLM schedule set lower tax rates.,"The Saez-regression schedule now outperforms the LLM Economist, reflecting the Stackelberg equilibria at the Saez solution; the LLM schedule remains within the same qualitative shape but sets uniformly lower rates, preserving more labor supply at the expense of redistribution.",medium,too_template_like|contradiction_too_mechanical,2,3,template_sim=0.79; contra_mech=high_sim_to_supported=0.85,review
SBV2-ALL92-G252-C01,SBV2-ALL92-G252,supported,policy_simulation,"The paper states that the evaluation covered 100 agents and U.S. tax brackets, leaving larger populations and richer actions for later work.","Finally, our evaluation is limited to 100 agents and U.S. tax brackets; scaling to millions of agents, multi-country settings, or richer actions, such as trade, remains future work.",low,too_template_like,1,2,template_sim=0.68,keep
SBV2-ALL92-G252-C02,SBV2-ALL92-G252,mild_scope_overclaim,policy_simulation,"The paper states that the evaluation covered 100 agents, U.S. tax brackets, several population sizes, and richer actions for later work.","Finally, our evaluation is limited to 100 agents and U.S. tax brackets; scaling to millions of agents, multi-country settings, or richer actions, such as trade, remains future work.",low,too_template_like,1,2,template_sim=0.64,keep
SBV2-ALL92-G252-C03,SBV2-ALL92-G252,strong_action_overclaim,policy_simulation,"The paper states that the evaluation covered 100 agents, U.S. tax brackets, million-agent populations, multi-country cases, and richer actions.","Finally, our evaluation is limited to 100 agents and U.S. tax brackets; scaling to millions of agents, multi-country settings, or richer actions, such as trade, remains future work.",low,too_template_like,1,2,template_sim=0.72,keep
SBV2-ALL92-G252-C04,SBV2-ALL92-G252,contradiction_candidate,policy_simulation,The paper states that the evaluation covered million-agent populations and multi-country cases rather than 100 agents and U.S. tax brackets.,"Finally, our evaluation is limited to 100 agents and U.S. tax brackets; scaling to millions of agents, multi-country settings, or richer actions, such as trade, remains future work.",low,too_template_like,1,2,template_sim=0.65,keep
SBV2-ALL92-G253-C01,SBV2-ALL92-G253,supported,policy_simulation,The paper says final location choice relies on a modified Huff model that combines distance with attractiveness from popularity and credibility.,"By referring to the Huff model (Garcia-Gabilondo, Shibuya, and Sekimoto 2024), the final location is selected using the modified version (Equation 1) that considers both distance and attractiveness, where attractiveness is a composite score of popularity and credibility.",low,too_template_like,1,2,template_sim=0.82,keep
SBV2-ALL92-G253-C02,SBV2-ALL92-G253,mild_scope_overclaim,policy_simulation,"The paper says final location choice relies on a modified Huff model that combines distance, attractiveness, popularity, credibility, and travel purpose.","By referring to the Huff model (Garcia-Gabilondo, Shibuya, and Sekimoto 2024), the final location is selected using the modified version (Equation 1) that considers both distance and attractiveness, where attractiveness is a composite score of popularity and credibility.",medium,too_template_like|mild_strong_boundary_unclear,2,3,template_sim=0.78; boundary=high_mild_strong_sim=0.78,review
SBV2-ALL92-G253-C03,SBV2-ALL92-G253,strong_action_overclaim,policy_simulation,"The paper says final location choice relies on a modified Huff model that combines distance, attractiveness, popularity, credibility, and daily schedules.","By referring to the Huff model (Garcia-Gabilondo, Shibuya, and Sekimoto 2024), the final location is selected using the modified version (Equation 1) that considers both distance and attractiveness, where attractiveness is a composite score of popularity and credibility.",medium,too_template_like|mild_strong_boundary_unclear,2,3,template_sim=0.78; boundary=high_mild_strong_sim=0.78,review
SBV2-ALL92-G253-C04,SBV2-ALL92-G253,contradiction_candidate,policy_simulation,The paper says final location choice ignores distance and attractiveness rather than combining them through a modified Huff model.,"By referring to the Huff model (Garcia-Gabilondo, Shibuya, and Sekimoto 2024), the final location is selected using the modified version (Equation 1) that considers both distance and attractiveness, where attractiveness is a composite score of popularity and credibility.",low,too_template_like,1,2,template_sim=0.62,keep
SBV2-ALL92-G254-C01,SBV2-ALL92-G254,supported,policy_simulation,The paper says future work focuses on validation frameworks for accuracy and reliability in urban planning applications and studies.,Future work focuses on establishing robust validation frameworks to ensure accuracy and reliability in urban planning applications.,low,too_template_like,1,2,template_sim=0.79,keep
SBV2-ALL92-G254-C02,SBV2-ALL92-G254,mild_scope_overclaim,policy_simulation,"The paper says future work focuses on validation frameworks for accuracy, reliability, transferability, and urban planning application studies.",Future work focuses on establishing robust validation frameworks to ensure accuracy and reliability in urban planning applications.,low,too_template_like,1,2,template_sim=0.77,keep
SBV2-ALL92-G254-C03,SBV2-ALL92-G254,strong_action_overclaim,policy_simulation,"The paper says future work focuses on validation frameworks that deliver accuracy, reliability, transferability, and urban planning decision support.",Future work focuses on establishing robust validation frameworks to ensure accuracy and reliability in urban planning applications.,low,too_template_like,1,2,template_sim=0.73,keep
SBV2-ALL92-G254-C04,SBV2-ALL92-G254,contradiction_candidate,policy_simulation,The paper says future work focuses on interface design rather than validation frameworks for accuracy and reliability in urban planning applications.,Future work focuses on establishing robust validation frameworks to ensure accuracy and reliability in urban planning applications.,medium,too_template_like|contradiction_too_mechanical,2,3,template_sim=0.71; contra_mech=high_sim_to_supported=0.71,review
SBV2-ALL92-G255-C01,SBV2-ALL92-G255,supported,policy_simulation,The paper says the simulation models individual behaviors and large-scale mobility patterns for Taipei City with empirical city data.,"Using real-world data, the simulation models individual behaviors and large-scale mobility patterns in Taipei City.",low,too_template_like,1,2,template_sim=0.76,keep
SBV2-ALL92-G255-C02,SBV2-ALL92-G255,mild_scope_overclaim,policy_simulation,"The paper says the simulation models individual behaviors, large-scale mobility patterns, and household relocation for Taipei City with empirical city data.","Using real-world data, the simulation models individual behaviors and large-scale mobility patterns in Taipei City.",low,too_template_like,1,2,template_sim=0.77,keep
SBV2-ALL92-G255-C03,SBV2-ALL92-G255,strong_action_overclaim,policy_simulation,"The paper says the simulation models individual behaviors, citywide mobility patterns, household relocation, and freight activity for Taipei City.","Using real-world data, the simulation models individual behaviors and large-scale mobility patterns in Taipei City.",low,too_template_like,1,2,template_sim=0.67,keep
SBV2-ALL92-G255-C04,SBV2-ALL92-G255,contradiction_candidate,policy_simulation,The paper says the simulation models aggregate traffic counts rather than individual behaviors and large-scale mobility patterns for Taipei City.,"Using real-world data, the simulation models individual behaviors and large-scale mobility patterns in Taipei City.",low,too_template_like,1,2,template_sim=0.66,keep
