sample_id,candidate_id,label_4,domain,source_id,claim_text_preview,evidence_text_preview,r4_correct_unknown,fragile_case_flag,claim_text,evidence_text
LLM_185,SBV2-ALL92-G193-C04,contradiction_candidate,marl,MARL-007,The multi-principal agent paper presents centralized fiat by one meta-agent as t,"Resolution must either come from mutual agreement between principals, from a pre",runtime_check_needed,marl,The multi-principal agent paper presents centralized fiat by one meta-agent as the main resolution feature for agent disagreements between principals.,"Resolution must either come from mutual agreement between principals, from a pre-agreed arbitration policy, or from escalation to an agreed arbiter—all of which need to be first-class protocol features, not implementation details."
LLM_186,SBV2-ALL92-G185-C04,contradiction_candidate,marl,MARL-004,The industrial-control paper says reinforcement learning adoption is mainly limi,"Reinforcement learning (RL) offers a promising approach, but its industrial adop",runtime_check_needed,marl,"The industrial-control paper says reinforcement learning adoption is mainly limited by hardware costs rather than reward design, modularity, or action-space management.","Reinforcement learning (RL) offers a promising approach, but its industrial adoption remains limited due to challenges such as reward design, modularity, and action space management."
LLM_187,SBV2-ALL92-G186-C04,contradiction_candidate,marl,MARL-004,The industrial-control paper argues many academic benchmarks closely match indus,"Many academic benchmarks differ markedly from industrial control problems, limit",runtime_check_needed,marl,"The industrial-control paper argues many academic benchmarks closely match industrial control problems, supporting direct transfer to industrial applications in practice.","Many academic benchmarks differ markedly from industrial control problems, limiting their transferability to real-world applications."
LLM_188,SBV2-ALL92-G232-C04,contradiction_candidate,policy_simulation,POL-007,SimCity implements the shock by keeping production skill requirements unchanged ,We implement this shock by altering the skill requirements in production midway ,runtime_check_needed,none,"SimCity implements the shock by keeping production skill requirements unchanged midway through the run, marked as 0 to Event in Figure 7.",We implement this shock by altering the skill requirements in production midway through the simulation (denoted as “0 to Event” in Figure 7).
LLM_189,SBV2-ALL92-G272-C04,contradiction_candidate,policy_simulation,POL-020,A full-wallet account increases its balance during no-sale and no-travel periods,"Once an account has reached this state (referred to as ‘full wallet’ hereafter),",runtime_check_needed,none,A full-wallet account increases its balance during no-sale and no-travel periods because each new credit remains beside the oldest credit.,"Once an account has reached this state (referred to as ‘full wallet’ hereafter), the balance does not change in the absence of selling or traveling, as every time a new credit is acquired, the oldest credit expires."
LLM_190,SBV2-ALL92-G264-C04,contradiction_candidate,policy_simulation,POL-017,Existing mobility simulation platforms smoothly integrate advanced mobility mode,"Despite their capabilities, existing plat- forms have significant limitations—mo",runtime_check_needed,none,Existing mobility simulation platforms smoothly integrate advanced mobility models and provide strong dynamic behavior adaptation from environmental feedback.,"Despite their capabilities, existing plat- forms have significant limitations—most cannot effectively integrate with advanced mobility modeling algorithms like machine learning or LLMs, and typically lack mechanisms for dynamic behavior adaptation and true behaviorial intel- ligence in response to environmental feedback."
LLM_191,SBV2-ALL92-G252-C04,contradiction_candidate,policy_simulation,POL-013,The paper states that the evaluation covered million-agent populations and multi,"Finally, our evaluation is limited to 100 agents and U.S. tax brackets; scaling ",runtime_check_needed,none,The paper states that the evaluation covered million-agent populations and multi-country cases rather than 100 agents and U.S. tax brackets.,"Finally, our evaluation is limited to 100 agents and U.S. tax brackets; scaling to millions of agents, multi-country settings, or richer actions, such as trade, remains future work."
LLM_192,SBV2-ALL92-G266-C04,contradiction_candidate,policy_simulation,POL-018,The framework keeps six-point Likert answers as categorical letters and separate,Each answer was mapped from a six-point Likert- scale response (a–f) to an ordin,runtime_check_needed,none,The framework keeps six-point Likert answers as categorical letters and separates both surveys before averaging agent belief-state values.,"Each answer was mapped from a six-point Likert- scale response (a–f) to an ordinal score of 1–6, and responses from both surveys were pooled before averaging, so that each agent’s belief state reflected all available self-report data."
LLM_193,SBV2-ALL92-G271-C04,contradiction_candidate,policy_simulation,POL-020,"The simulation reports travel-time inconsistency rising past 0.15 after day 15, ","It is found that the incon- sistency becomes stable around 0.15 after day 15, im",runtime_check_needed,none,"The simulation reports travel-time inconsistency rising past 0.15 after day 15, indicating unstable day-to-day evolution with poor consistency.","It is found that the incon- sistency becomes stable around 0.15 after day 15, implying that the day-to-day evolution process achieves stationarity and an acceptable degree of consistency."
LLM_194,SBV2-ALL92-G233-C04,contradiction_candidate,policy_simulation,POL-007,"SimCity reports no classic macroeconomic phenomena including Okun’s law, the Phi",Experimental results show that SimCity successfully exhibits a range of classic ,runtime_check_needed,none,"SimCity reports no classic macroeconomic phenomena including Okun’s law, the Phillips curve, the Beveridge curve, demand elasticity, or Engel’s curve.","Experimental results show that SimCity successfully exhibits a range of classic macroeconomic phenomena, such as Okun’s law, the Phillips curve, the Beveridge curve, price elasticity of demand, and Engel’s curve (detailed in Section 5)."
LLM_195,SBV2-ALL92-G251-C04,contradiction_candidate,policy_simulation,POL-013,The paper reports that the Saez-regression schedule underperformed the LLM Econo,"The Saez-regression schedule now outperforms the LLM Economist, reflecting the S",runtime_check_needed,none,The paper reports that the Saez-regression schedule underperformed the LLM Economist while the LLM schedule set lower tax rates.,"The Saez-regression schedule now outperforms the LLM Economist, reflecting the Stackelberg equilibria at the Saez solution; the LLM schedule remains within the same qualitative shape but sets uniformly lower rates, preserving more labor supply at the expense of redistribution."
LLM_196,SBV2-ALL92-G257-C04,contradiction_candidate,policy_simulation,POL-015,The paper says MobileCity gains efficiency at scale while retaining LLM modules ,GATSim [26] and MobileCity [43] target larger-scale mobility simula- tion; Mobil,runtime_check_needed,none,The paper says MobileCity gains efficiency at scale while retaining LLM modules and behavioral fidelity during simulation runs.,"GATSim [26] and MobileCity [43] target larger-scale mobility simula- tion; MobileCity achieves efficiency partly by dis- abling LLM modules at scale, trading behavioral fi- delity for speed."
LLM_197,SBV2-ALL92-G166-C04,contradiction_candidate,robotics,MARL-017,The reward design sets the highest value above zero to stabilize Q-function lear,Having the highest possible value of the reward function at 0 makes learning the,runtime_check_needed,none,The reward design sets the highest value above zero to stabilize Q-function learning and reduce degradation after successful swing-ups.,"Having the highest possible value of the reward function at 0 makes learning the Q-function much more stable than having an optimal value that is positive, since a successful swing-up policy does not suddenly change the Q-values of all previous states and thus prevents policy degradation after learning successful swing-ups."
LLM_198,SBV2-ALL92-G163-C04,contradiction_candidate,robotics,MARL-016,The study evaluates context-aware agents in a visual language benchmark rather t,We evaluate the resulting context-aware policies in both a canonical control ben,runtime_check_needed,none,The study evaluates context-aware agents in a visual language benchmark rather than a physical pushing task with a Franka Panda robot.,We evaluate the resulting context-aware policies in both a canonical control benchmark and a real-world pushing task using a Franka Emika Panda robot.
LLM_199,SBV2-ALL92-G168-C04,contradiction_candidate,robotics,MARL-017,The RealAIGym implementation relies on PPO rather than Soft Actor-Critic as its ,"The core algorithm used is Soft Actor-Critic (SAC) [18], a state-of-the-art RL m",runtime_check_needed,none,The RealAIGym implementation relies on PPO rather than Soft Actor-Critic as its core algorithm for continuous action spaces.,"The core algorithm used is Soft Actor-Critic (SAC) [18], a state-of-the-art RL method designed for continuous action spaces."
LLM_200,SBV2-ALL92-G164-C04,contradiction_candidate,robotics,MARL-016,The results show context-agnostic agents often outperform context-conditioned ag,The results show that the context-conditioned policy often significantly outperf,runtime_check_needed,none,"The results show context-agnostic agents often outperform context-conditioned agents, especially when performance depends strongly on environment dynamics changes.","The results show that the context-conditioned policy often significantly outperforms the context-agnostic one, especially when the task is sensitive to changes in environment dynamics, underscoring the potential benefits of incorporating context."
